"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 26,LEGS 47,LEGS 02A,LEGS 45,LEGS 37B,LEGS 08,LEGS 17,LEGS 34A,LEGS 28,LEGS 04B,LEGS 03B,LEGS 13,LEGS 12B,LEGS 29B,LEGS 07,LEGS 18,LEGS 21,LEGS 11,LEGS 34B,LEGS 04A,LEGS 38B,LEGS 19,LEGS 20,LEGS 23A,LEGS 22,LEGS 31,LEGS 44,LEGS 16,LEGS 02C,LEGS 39,LEGS 25,LEGS 32,LEGS 43,LEGS 10,LEGS 36,LEGS 09B,LEGS 03A,LEGS 09A,LEGS 29A,LEGS 42,LEGS 14,LEGS 46,LEGS 12A,LEGS 27B,LEGS 29C,LEGS 15,LEGS 01B,LEGS 35A,LEGS 24,LEGS 40,LEGS 41,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 35B,LEGS 06,LEGS 27A,LEGS 30,LEGS 33A,LEGS 33B,LEGS 05A,LEGS 23B,LEGS 38A,LEGS 02B,LEGS 05B
1,00,"Other Write-Ins",BOT,U.S. Congress,06,,Y,,,12,,,,19,,,,18,,,,,,,,,0,,15,,,,,,2,9,62,,,,,,,44,,,,9,,,,,79,9,,,,,,6,9,,,,,,,,,,11,
1,00,"Elijah Cummings",DEM,U.S. Congress,07,Y,,,,,10475,,,,,,,,3821,10093,,1325,,,3793,,,,,,,,,21935,,,,,,21023,26445,,,,17437,,,,3341,7687,,,,,,,23430,19122,,,,,,,,,,,,,,5430
1,00,"Frank C. Mirabile",REP,U.S. Congress,07,,,,,,152,,,,,,,,2287,3717,,2849,,,3910,,,,,,,,,782,,,,,,995,3767,,,,18804,,,,378,5999,,,,,,,892,592,,,,,,,,,,,,,,8651
1,00,"Ronald M. Owens-Bey",LIB,U.S. Congress,07,,,,,,165,,,,,,,,212,481,,190,,,310,,,,,,,,,465,,,,,,499,732,,,,1285,,,,131,573,,,,,,,653,356,,,,,,,,,,,,,,613
1,00,"Ty Glen Busch",DEM,U.S. Congress,07,,Y,,,,0,,,,,,,,0,1,,1,,,0,,,,,,,,,0,,,,,,1,0,,,,2,,,,0,1,,,,,,,0,0,,,,,,,,,,,,,,0
1,00,"Charles U. Smith",DEM,U.S. Congress,07,,Y,,,,1,,,,,,,,2,0,,0,,,0,,,,,,,,,2,,,,,,1,4,,,,2,,,,1,0,,,,,,,6,1,,,,,,,,,,,,,,1
1,00,"Other Write-Ins",BOT,U.S. Congress,07,,Y,,,,2,,,,,,,,9,16,,9,,,14,,,,,,,,,21,,,,,,32,38,,,,63,,,,9,28,,,,,,,33,14,,,,,,,,,,,,,,18
1,00,"Chris Van Hollen",DEM,U.S. Congress,08,Y,,,,,,,,13863,,,4236,2642,,,,,30279,,,,12136,,16783,19022,,,,,34239,,,,,,,,5578,2642,,,,7383,,,,,2630,,,,,,,,,,,,,,,4203,,,,
1,00,"Ken Timmerman",REP,U.S. Congress,08,,,,,,,,,4814,,,8861,3502,,,,,7797,,,,20925,,5575,2585,,,,,10680,,,,,,,,11702,3317,,,,4863,,,,,1314,,,,,,,,,,,,,,,7450,,,,
1,00,"Mark Grannis",LIB,U.S. Congress,08,,,,,,,,,437,,,421,175,,,,,816,,,,946,,347,417,,,,,814,,,,,,,,659,159,,,,248,,,,,45,,,,,,,,,,,,,,,527,,,,
1,00,"George Gluck",GRN,U.S. Congress,08,,,,,,,,,325,,,204,104,,,,,551,,,,487,,289,508,,,,,544,,,,,,,,342,106,,,,190,,,,,41,,,,,,,,,,,,,,,260,,,,
1,00,"Other Write-Ins",BOT,U.S. Congress,08,,Y,,,,,,,22,,,17,3,,,,,37,,,,36,,30,32,,,,,52,,,,,,,,44,6,,,,14,,,,,1,,,,,,,,,,,,,,,21,,,,
1,08,"Pamela R. Howard",DEM,County Executive       ,,,,,,,,,,,237,,,,,,,,,,,7469,,,,,,,,,,,,,,,,7695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Tari Moore",REP,County Executive       ,,Y,,,,,,,,,253,,,,,,,,,,,9114,,,,,,,,,,,,,,,,7986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Executive       ,,,Y,,,,,,,,0,,,,,,,,,,,17,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Pamela Husfelt Bailey",DEM,County Council         ,001,,,,,,,,,,201,,,,,,,,,,,5670,,,,,,,,,,,,,,,,6478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Alan McCarthy",REP,County Council         ,001,Y,,,,,,,,,274,,,,,,,,,,,10418,,,,,,,,,,,,,,,,8880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,001,,Y,,,,,,,,1,,,,,,,,,,,22,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"James G. Crouse",DEM,County Council         ,005,,,,,,,,,,211,,,,,,,,,,,6490,,,,,,,,,,,,,,,,7513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Robert J. Hodge",REP,County Council         ,005,Y,,,,,,,,,266,,,,,,,,,,,9749,,,,,,,,,,,,,,,,7992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,County Council         ,005,,Y,,,,,,,,1,,,,,,,,,,,19,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,"Leah J. Seaton",BOT,Judge Circuit Court,01,Y,,,,,,3194,,,,,,,,,,,,,,,,9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6973,,,,,,,,,,,4911,,
1,23,"Other Write-Ins",BOT,Judge Circuit Court,01,,Y,,,,,23,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,47,,
1,24,"Brian Daniel Shockley",BOT,Judge Circuit Court,01,Y,,,,,,,,,,,,,,,,,,,,,,17915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,"Other Write-Ins",BOT,Judge Circuit Court,01,,Y,,,,,,,,,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Keith A. Baynes",BOT,Judge Circuit Court,02,Y,,,,,,,,,356,,,,,,,,,,,11176,,,,,,,,,,,,,,,,10784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Jane Murray",BOT,Judge Circuit Court,02,Y,,,,,,,,,305,,,,,,,,,,,10676,,,,,,,,,,,,,,,,10436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Judge Circuit Court,02,,Y,,,,,,,,2,,,,,,,,,,,74,,,,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,04,"Nancy M. Purpura",BOT,Judge Circuit Court,03,Y,,,,,,,34303,,,,,,,,,26462,,,40189,,,,,,,,,,,,,,,,32915,,,,,,32551,,,16310,,,,,,,,,,,,,25557,,,,,,,,,15440
1,04,"Other Write-Ins",BOT,Judge Circuit Court,03,,Y,,,,,,363,,,,,,,,,298,,,353,,,,,,,,,,,,,,,,206,,,,,,355,,,179,,,,,,,,,,,,,269,,,,,,,,,169
1,13,"M. Elizabeth Bowen",BOT,Judge Circuit Court,03,Y,,,,,,,,,24683,,,,,,,10488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30285,,,,,,,13872,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Judge Circuit Court,03,,Y,,,,,,,,250,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,,,,,,187,,,,,,,,,,
1,02,"Pamela L. North",BOT,Judge Circuit Court,05,Y,,,,,,,,,,,,,,,,,,6423,,,,,,,,,34355,,,,,,34907,,,,,,,,,,,,,,,,,,,,,,,,,,36147,28113,13310,,,,,
1,02,"Other Write-Ins",BOT,Judge Circuit Court,05,,Y,,,,,,,,,,,,,,,,,61,,,,,,,,,450,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,462,359,173,,,,,
1,14,"Lenore R. Gelfman",BOT,Judge Circuit Court,05,Y,,,,,,,,,,,,,32878,10128,,,,,,,,,,,,,,,,,,,,,,,,,24964,,,,,4477,,,,,,,,,,,,,,,,,,,,,,
1,14,"William V. Tucker",BOT,Judge Circuit Court,05,Y,,,,,,,,,,,,,30207,8928,,,,,,,,,,,,,,,,,,,,,,,,,22818,,,,,4012,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,Judge Circuit Court,05,,Y,,,,,,,,,,,,459,118,,,,,,,,,,,,,,,,,,,,,,,,,412,,,,,51,,,,,,,,,,,,,,,,,,,,,,
1,11,"William Rogers Nicklas, Jr.",BOT,Judge Circuit Court,06,Y,,,,,,,,,,,2080,17306,,,,,,,,,26210,,,,,,,,,,,,,,,,,24592,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,Judge Circuit Court,06,,Y,,,,,,,,,,25,131,,,,,,,,,222,,,,,,,,,,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Anne K. Albright",BOT,Judge Circuit Court,06,Y,,,,,,,,25362,,,,,,,,,26812,,,,,,25841,20113,,,,,31273,,24578,,,,,,,,,,,27619,,,,,31557,,,,,,,,,,,,,,,,,,,
1,16,"Michael D. Mason",BOT,Judge Circuit Court,06,Y,,,,,,,,22305,,,,,,,,,24115,,,,,,22941,17390,,,,,28917,,20894,,,,,,,,,,,24610,,,,,28360,,,,,,,,,,,,,,,,,,,
1,16,"Louise G. Scrivener",BOT,Judge Circuit Court,06,Y,,,,,,,,21174,,,,,,,,,23184,,,,,,21548,16637,,,,,28604,,19416,,,,,,,,,,,22922,,,,,26867,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,Judge Circuit Court,06,,Y,,,,,,,345,,,,,,,,,376,,,,,,383,270,,,,,498,,326,,,,,,,,,,,378,,,,,486,,,,,,,,,,,,,,,,,,,
1,05,"Marjorie Lynn Clagett",BOT,Judge Circuit Court,07,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14201,10317,,,,,,,,,,,,4367,,,,,,,,
1,05,"Other Write-Ins",BOT,Judge Circuit Court,07,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,76,,,,,,,,,,,,29,,,,,,,,
1,17,"Krystal Alves",BOT,Judge Circuit Court,07,Y,,25202,14079,,,,,,,,,,,,,,,16730,,,,,,,18593,17955,,,,,,23912,,,,,,,,,,,,,,,,,,21511,,,,,,,,20078,,,,,10932,,,
1,17,"DaNeeka Varner Cotton",BOT,Judge Circuit Court,07,Y,,21714,11816,,,,,,,,,,,,,,,14648,,,,,,,16404,15485,,,,,,20829,,,,,,,,,,,,,,,,,,18489,,,,,,,,17601,,,,,9770,,,
1,17,"John P. Davey",BOT,Judge Circuit Court,07,Y,,20973,11790,,,,,,,,,,,,,,,15384,,,,,,,17142,15750,,,,,,19922,,,,,,,,,,,,,,,,,,17583,,,,,,,,17346,,,,,9495,,,
1,17,"Hassan A. El-Amin",BOT,Judge Circuit Court,07,Y,,18690,10584,,,,,,,,,,,,,,,13569,,,,,,,15180,14149,,,,,,17785,,,,,,,,,,,,,,,,,,15525,,,,,,,,15371,,,,,8790,,,
1,17,"Sherrie L. Krauser",BOT,Judge Circuit Court,07,Y,,20989,11528,,,,,,,,,,,,,,,15027,,,,,,,16912,15693,,,,,,19999,,,,,,,,,,,,,,,,,,17634,,,,,,,,17415,,,,,9548,,,
1,17,"Other Write-Ins",BOT,Judge Circuit Court,07,,Y,225,171,,,,,,,,,,,,,,,312,,,,,,,292,244,,,,,,193,,,,,,,,,,,,,,,,,,143,,,,,,,,202,,,,,122,,,
1,19,"David W. Densford",BOT,Judge Circuit Court,07,Y,,,,,,,,,,,,,,,9347,,,,,,,,,,,,,,,,,,,,,,,,,7109,,,,,,1682,,,,,,,,,,,,,,,,,,,,
1,19,"Joseph Michael Stanalonis",BOT,Judge Circuit Court,07,,,,,,,,,,,,,,,,7209,,,,,,,,,,,,,,,,,,,,,,,,,7576,,,,,,1624,,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Judge Circuit Court,07,,Y,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,6,,,,,,,,,,,,,,,,,,,,
1,03,"Kendra Y. Ausby",BOT,Judge Circuit Court,08,Y,,,,,16027,,,,,,,,,,,,,,,,,,,,,,,13583,,,,,,17715,,,,,,,,,16132,,,,,,,,16137,16846,,,,,,,,,,,,,,
1,03,"Jeannie J. Hong",BOT,Judge Circuit Court,08,Y,,,,,13475,,,,,,,,,,,,,,,,,,,,,,,11004,,,,,,15421,,,,,,,,,15219,,,,,,,,14025,14808,,,,,,,,,,,,,,
1,03,"Charles J. Peters",BOT,Judge Circuit Court,08,Y,,,,,13169,,,,,,,,,,,,,,,,,,,,,,,10931,,,,,,15139,,,,,,,,,14892,,,,,,,,13689,14629,,,,,,,,,,,,,,
1,03,"Michael W. Reed",BOT,Judge Circuit Court,08,Y,,,,,14021,,,,,,,,,,,,,,,,,,,,,,,11792,,,,,,15752,,,,,,,,,15295,,,,,,,,14325,15412,,,,,,,,,,,,,,
1,03,"Yolanda A. Tanner",BOT,Judge Circuit Court,08,Y,,,,,15504,,,,,,,,,,,,,,,,,,,,,,,12928,,,,,,17266,,,,,,,,,15434,,,,,,,,15608,16531,,,,,,,,,,,,,,
1,03,"David W. Young",BOT,Judge Circuit Court,08,Y,,,,,14230,,,,,,,,,,,,,,,,,,,,,,,12052,,,,,,15795,,,,,,,,,15115,,,,,,,,14686,15698,,,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Judge Circuit Court,08,,Y,,,,216,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,255,,,,,,,,,427,,,,,,,,245,240,,,,,,,,,,,,,,
1,00,"Robert N. McDonald",BOT,Appellate Judge,02,Y,,,,,,,30974,,21723,,,,,,,33210,,,37492,,,,,,,,,,,,,,,,30567,,,,,,30304,,,14741,,,,,26451,,,,,,,12226,22790,,,,,,,,,13966
2,00,"Robert N. McDonald",BOT,Appellate Judge,02,Y,,,,,,,6530,,4653,,,,,,,7227,,,5649,,,,,,,,,,,,,,,,4636,,,,,,4702,,,3128,,,,,6114,,,,,,,2422,5553,,,,,,,,,3039
1,00,"Lynne A. Battaglia",BOT,Appellate Judge,03,Y,,,,12308,,,,,,,12684,16936,35092,10662,,,,,,,24472,,,,,,,,,8452,,,,,,,13286,23325,25994,,,,,4658,,,,9105,,,,,,8826,8904,,,,,,,23173,,,10668,
2,00,"Lynne A. Battaglia",BOT,Appellate Judge,03,Y,,,,1939,,,,,,,2841,2097,4699,1248,,,,,,,3392,,,,,,,,,1337,,,,,,,2981,2695,4125,,,,,776,,,,1554,,,,,,2103,1708,,,,,,,5376,,,1843,
1,00,"Robert M. Bell",BOT,Appellate Judge,06,Y,,,,,22347,,,,,,,,,,,,,,,,,,,,,,,19515,,,,,,23064,,,,,,,,,20727,,,,,,,,22055,22748,,,,,,,,,,,,,,
2,00,"Robert M. Bell",BOT,Appellate Judge,06,Y,,,,,3897,,,,,,,,,,,,,,,,,,,,,,,2955,,,,,,3454,,,,,,,,,4328,,,,,,,,3365,3307,,,,,,,,,,,,,,
1,00,"Stuart R. Berger",BOT,Judge Spec Appeal at Lg,,Y,,29310,16310,12047,20729,21543,30483,26083,21839,43139,12350,16731,34259,10370,12785,32623,27296,24811,37892,11890,24188,24557,26226,20405,21242,20681,29314,18003,31880,8203,24894,28228,30424,21649,30192,32142,12913,22854,25406,12005,30047,28544,20113,19011,12285,11582,32420,8861,26072,25952,20523,21494,8848,8730,8733,12033,22540,27333,31639,24637,11669,22476,12287,9608,10433,13690
2,00,"Stuart R. Berger",BOT,Judge Spec Appeal at Lg,,Y,,4215,2398,2045,4557,3996,6991,3423,4841,6739,2994,2163,5109,1398,2204,7783,3248,3831,5793,2369,3465,3184,3774,2092,3151,3045,7998,3596,2965,1433,3929,3863,6881,3945,4845,6200,3170,2948,4261,2149,5241,4435,4337,4169,1574,1566,4785,1631,6398,3786,3871,3795,1339,2045,1744,2566,5711,3929,6269,5329,2460,5720,1539,1732,1913,3427
1,00,"Michele D. Hotten",BOT,Judge Spec Appeals,04,Y,,32367,18076,,,,,,,,,,,,,,,20491,,,,,,,22847,22340,,,,,,31044,,,,,,,,,,,,,,,,,,28815,,,,,,,,25483,,,,,13382,,,
2,00,"Michele D. Hotten",BOT,Judge Spec Appeals,04,Y,,3418,2035,,,,,,,,,,,,,,,2593,,,,,,,2853,2648,,,,,,2963,,,,,,,,,,,,,,,,,,2910,,,,,,,,2833,,,,,1231,,,
1,00,"Shirley M. Watts",BOT,Judge Spec Appeals,06,Y,,,,,22157,,,,,,,,,,,,,,,,,,,,,,,19346,,,,,,22884,,,,,,,,,20522,,,,,,,,21824,22350,,,,,,,,,,,,,,
2,00,"Shirley M. Watts",BOT,Judge Spec Appeals,06,Y,,,,,3377,,,,,,,,,,,,,,,,,,,,,,,2555,,,,,,2942,,,,,,,,,4018,,,,,,,,2846,2966,,,,,,,,,,,,,,
1,01,"Nicholas Todd Hadley",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8156,,,,,,2502,4723,,,,,,,,,,,
1,01,"Edward L. Root",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9006,,,,,,1976,5265,,,,,,,,,,,
1,01,"Other Write-Ins",NON,Board of Education     ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,,,,,,14,56,,,,,,,,,,,
1,07,"Ginger DiMaggio",NON,Board of Education     ,,,,,,,,,,,,,5113,,,,,,,,,,,,,,,,,,,,,,,,,,6320,,,,,,,,,,,,,,,,,,,,,,,,,11929,,,,
1,07,"Jim Doolan",NON,Board of Education     ,,Y,,,,,,,,,,,6318,,,,,,,,,,,,,,,,,,,,,,,,,,7540,,,,,,,,,,,,,,,,,,,,,,,,,13877,,,,
1,07,"Cynthia L. Foley",NON,Board of Education     ,,,,,,,,,,,,,4386,,,,,,,,,,,,,,,,,,,,,,,,,,5801,,,,,,,,,,,,,,,,,,,,,,,,,10298,,,,
1,07,"Jennifer A. Seidel",NON,Board of Education     ,,Y,,,,,,,,,,,7526,,,,,,,,,,,,,,,,,,,,,,,,,,8428,,,,,,,,,,,,,,,,,,,,,,,,,14374,,,,
1,07,"Other Write-Ins",NON,Board of Education     ,,,Y,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,259,,,,
1,11,"Zakir Bengali",NON,Board of Education     ,,Y,,,,,,,,,,,933,8738,,,,,,,,,12815,,,,,,,,,,,,,,,,,13583,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Tony Chmelik",NON,Board of Education     ,,,,,,,,,,,,,1081,7644,,,,,,,,,12200,,,,,,,,,,,,,,,,,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Colleen Cusimano",NON,Board of Education     ,,,,,,,,,,,,,1251,8894,,,,,,,,,13380,,,,,,,,,,,,,,,,,11341,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Kathryn B. Katie Groth",NON,Board of Education     ,,Y,,,,,,,,,,,1296,11588,,,,,,,,,17379,,,,,,,,,,,,,,,,,17347,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Joy Schaefer",NON,Board of Education     ,,Y,,,,,,,,,,,1220,10684,,,,,,,,,16345,,,,,,,,,,,,,,,,,15823,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Tom Shade",NON,Board of Education     ,,,,,,,,,,,,,486,3563,,,,,,,,,6012,,,,,,,,,,,,,,,,,4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",NON,Board of Education     ,,,Y,,,,,,,,,,18,118,,,,,,,,,187,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Bob Ballinger",NON,Board of Education     ,,,,,,,,,,,,,,,15339,4120,,,,,,,,,,,,,,,,,,,,,,,,,14612,,,,,2273,,,,,,,,,,,,,,,,,,,,,,
1,14,"Ann DeLacy",NON,Board of Education     ,,Y,,,,,,,,,,,,,17975,5289,,,,,,,,,,,,,,,,,,,,,,,,,11114,,,,,2675,,,,,,,,,,,,,,,,,,,,,,
1,14,"David Gertler",NON,Board of Education     ,,,,,,,,,,,,,,,14900,4413,,,,,,,,,,,,,,,,,,,,,,,,,12551,,,,,2106,,,,,,,,,,,,,,,,,,,,,,
1,14,"Ellen Flynn Giles",NON,Board of Education     ,,Y,,,,,,,,,,,,,16964,5176,,,,,,,,,,,,,,,,,,,,,,,,,12347,,,,,2066,,,,,,,,,,,,,,,,,,,,,,
1,14,"Jackie Scott",NON,Board of Education     ,,,,,,,,,,,,,,,14979,4654,,,,,,,,,,,,,,,,,,,,,,,,,9176,,,,,1846,,,,,,,,,,,,,,,,,,,,,,
1,14,"Janet Siddiqui",NON,Board of Education     ,,Y,,,,,,,,,,,,,22200,7123,,,,,,,,,,,,,,,,,,,,,,,,,17262,,,,,2794,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",NON,Board of Education     ,,,Y,,,,,,,,,,,,399,85,,,,,,,,,,,,,,,,,,,,,,,,,334,,,,,40,,,,,,,,,,,,,,,,,,,,,,
1,15,"Nivek Johnson",NON,Board of Education     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"J. Brian Kirby",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Bryan Williams",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",NON,Board of Education     ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Donna L. Brightman",NON,Board of Education     ,,Y,,,,9621,,,,,,,,503,,,,,,,,,,,,,,,,,,6705,,,,,,,,,,,,,,,,,,,,,,,,,2874,,,,,,,,,,8847,
1,22,"Justin Hartings",NON,Board of Education     ,,Y,,,,8812,,,,,,,,383,,,,,,,,,,,,,,,,,,5615,,,,,,,,,,,,,,,,,,,,,,,,,2568,,,,,,,,,,7617,
1,22,"Travis W. Poole",NON,Board of Education     ,,,,,,7511,,,,,,,,299,,,,,,,,,,,,,,,,,,5306,,,,,,,,,,,,,,,,,,,,,,,,,2254,,,,,,,,,,6156,
1,22,"Wayne D. Ridenour",NON,Board of Education     ,,Y,,,,10214,,,,,,,,409,,,,,,,,,,,,,,,,,,6176,,,,,,,,,,,,,,,,,,,,,,,,,2903,,,,,,,,,,8667,
